K,Question Type,Answer Precision,Answer Recall,Answer F1,Answer Accuracy,Explanation Precision,Explanation Recall,Explanation F1,Explanation Accuracy,Count
58,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
58,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
58,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
58,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
58,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
59,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
59,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
59,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
59,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
59,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
60,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
60,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
60,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
60,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
60,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
61,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
61,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
61,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
61,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
61,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
62,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
62,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
62,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
62,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
62,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
63,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
63,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
63,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
63,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
63,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
64,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
64,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
64,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
64,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
64,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
65,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
65,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
65,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
65,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
65,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
66,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
66,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
66,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
66,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
66,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
67,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
67,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
67,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
67,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
67,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
68,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
68,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
68,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
68,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
68,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
69,single table single row,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0.0000,0.1111,9
69,two tables single join,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0833,12
69,three tables two join,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
69,two tables single join multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
69,single table multiple rows,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10
